#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq
NW_003574973.1,1,7468,0,0,0,0,0,0
NW_003574974.1,1,7462,0,0,0,0,0,0
NW_003574975.1,1,7441,0,0,0,0,0,0
NW_003574976.1,1,7440,0,0,0,0,0,0
NW_003574977.1,1,7440,0,0,0,0,0,0
NW_003574978.1,1,7438,0,0,0,0,0,0
NW_003574979.1,1,7432,0,0,0,0,0,0
NW_003574980.1,1,7428,0,0,0,0,0,0
NW_003574981.1,1,7421,0,0,0,0,0,0
NW_003574982.1,1,7415,0,0,0,0,0,0
NW_003574983.1,1,7414,0,0,0,0,0,0
NW_003574984.1,1,7412,0,0,0,0,0,0
NW_003574985.1,1,7409,0,0,0,0,0,0
NW_003574986.1,1,7409,0,0,0,0,0,0
NW_003574987.1,1,7404,0,0,0,0,0,0
NW_003574988.1,1,7403,0,0,0,0,0,0
NW_003574989.1,1,7397,0,0,0,0,0,0
NW_003574990.1,1,7393,0,0,0,0,0,0
NW_003574991.1,1,7393,0,0,0,0,0,0
NW_003574992.1,1,7391,0,0,0,0,0,0
NW_003574993.1,1,7390,0,0,0,0,0,0
NW_003574994.1,1,7385,0,0,0,0,0,0
NW_003574995.1,1,7376,0,0,0,0,0,0
NW_003574996.1,1,7365,0,0,0,0,0,0
NW_003574997.1,1,7359,0,0,0,0,0,0
NW_003574998.1,1,7359,0,0,0,0,0,0
NW_003574999.1,1,7349,0,0,0,0,0,0
NW_003575000.1,1,7348,0,0,0,0,0,0
NW_003575001.1,1,7345,0,0,0,0,0,0
NW_003575002.1,1,7344,0,0,0,0,0,0
NW_003575003.1,1,7336,0,0,0,0,0,0
NW_003575004.1,1,7327,0,0,0,0,0,0
NW_003575005.1,1,7309,0,0,0,0,0,0
NW_003575006.1,1,7308,0,0,0,0,0,0
NW_003575007.1,1,7308,0,0,0,0,0,0
NW_003575008.1,1,7294,0,0,0,0,0,0
NW_003575009.1,1,7293,0,0,0,0,0,0
NW_003575010.1,1,7284,0,0,0,0,0,0
NW_003575011.1,1,7284,0,0,0,0,0,0
NW_003575012.1,1,7282,0,0,0,0,0,0
NW_003575013.1,1,7271,0,0,0,0,0,0
NW_003575014.1,1,7270,0,0,0,0,0,0
NW_003575015.1,1,7269,0,0,0,0,0,0
NW_003575016.1,1,7263,0,0,0,0,0,0
NW_003575017.1,1,7241,0,0,0,0,0,0
NW_003575018.1,1,7241,0,0,0,0,0,0
NW_003575019.1,1,7238,0,0,0,0,0,0
NW_003575020.1,1,7237,0,0,0,0,0,0
NW_003575021.1,1,7233,0,0,0,0,0,0
NW_003575022.1,1,7226,0,0,0,0,0,0
NW_003575023.1,1,7223,0,0,0,0,0,0
NW_003575024.1,1,7218,0,0,0,0,0,0
NW_003575025.1,1,7217,0,0,0,0,0,0
NW_003575026.1,1,7214,0,0,0,0,0,0
NW_003575027.1,1,7214,0,0,0,0,0,0
NW_003575028.1,1,7213,0,0,0,0,0,0
NW_003575029.1,1,7211,0,0,0,0,0,0
NW_003575030.1,1,7205,0,0,0,0,0,0
NW_003575031.1,1,7204,0,0,0,0,0,0
NW_003575032.1,1,7199,0,0,0,0,0,0
NW_003575033.1,1,7197,0,0,0,0,0,0
NW_003575034.1,1,7192,0,0,0,0,0,0
NW_003575035.1,1,7190,0,0,0,0,0,0
NW_003575036.1,1,7183,0,0,0,0,0,0
NW_003575037.1,1,7183,0,0,0,0,0,0
NW_003575038.1,1,7175,0,0,0,0,0,0
NW_003575039.1,1,7175,0,0,0,0,0,0
NW_003575040.1,1,7173,0,0,0,0,0,0
NW_003575041.1,1,7172,0,0,0,0,0,0
NW_003575042.1,1,7170,0,0,0,0,0,0
NW_003575043.1,1,7521,0,0,0,0,0,0
NW_003575044.1,1,7165,0,0,0,0,0,0
NW_003575045.1,1,7165,0,0,0,0,0,0
NW_003575046.1,1,7158,0,0,0,0,0,0
NW_003575047.1,1,7155,0,0,0,0,0,0
NW_003575048.1,1,7150,0,0,0,0,0,0
NW_003575049.1,1,7150,0,0,0,0,0,0
NW_003575050.1,1,7150,0,0,0,0,0,0
NW_003575051.1,1,7148,0,0,0,0,0,0
NW_003575052.1,1,7145,0,0,0,0,0,0
NW_003575053.1,1,7141,0,0,0,0,0,0
NW_003575054.1,1,7128,0,0,0,0,0,0
NW_003575055.1,1,7113,0,0,0,0,0,0
NW_003575056.1,1,7105,0,0,0,0,0,0
NW_003575057.1,1,7102,0,0,0,0,0,0
NW_003575058.1,1,7098,0,0,0,0,0,0
NW_003575059.1,1,7087,0,0,0,0,0,0
NW_003575060.1,1,7087,0,0,0,0,0,0
NW_003575061.1,1,7086,0,0,0,0,0,0
NW_003575062.1,1,7083,0,0,0,0,0,0
NW_003575063.1,1,7066,0,0,0,0,0,0
NW_003575064.1,1,7056,0,0,0,0,0,0
NW_003575065.1,1,7051,0,0,0,0,0,0
NW_003575066.1,1,7045,0,0,0,0,0,0
NW_003575067.1,1,7040,0,0,0,0,0,0
NW_003575068.1,1,7039,0,0,0,0,0,0
NW_003575069.1,1,7039,0,0,0,0,0,0
NW_003575070.1,1,7038,0,0,0,0,0,0
NW_003575071.1,1,7038,0,0,0,0,0,0
NW_003575072.1,1,7033,0,0,0,0,0,0
NW_003575073.1,1,7032,0,0,0,0,0,0
NW_003575074.1,1,7028,0,0,0,0,0,0
NW_003575075.1,1,7027,0,0,0,0,0,0
NW_003575076.1,1,7027,0,0,0,0,0,0
NW_003575077.1,1,7022,0,0,0,0,0,0
NW_003575078.1,1,7017,0,0,0,0,0,0
NW_003575079.1,1,7016,0,0,0,0,0,0
NW_003575080.1,1,7015,0,0,0,0,0,0
NW_003575081.1,1,7013,0,0,0,0,0,0
NW_003575082.1,1,7013,0,0,0,0,0,0
NW_003575083.1,1,7000,0,0,0,0,0,0
NW_003575084.1,1,6994,0,0,0,0,0,0
NW_003575085.1,1,6993,0,0,0,0,0,0
NW_003575086.1,1,6991,0,0,0,0,0,0
NW_003575087.1,1,6990,0,0,0,0,0,0
NW_003575088.1,1,6989,0,0,0,0,0,0
NW_003575089.1,1,6977,0,0,0,0,0,0
NW_003575090.1,1,6976,0,0,0,0,0,0
NW_003575091.1,1,6972,0,0,0,0,0,0
NW_003575092.1,1,6967,0,0,0,0,0,0
NW_003575093.1,1,6966,0,0,0,0,0,0
NW_003575094.1,1,8593,0,0,0,0,0,0
NW_003575095.1,1,6961,0,0,0,0,0,0
NW_003575096.1,1,6954,0,0,0,0,0,0
NW_003575097.1,1,6950,0,0,0,0,0,0
NW_003575098.1,1,6945,0,0,0,0,0,0
NW_003575099.1,1,6930,0,0,0,0,0,0
NW_003575100.1,1,6930,0,0,0,0,0,0
NW_003575101.1,1,6930,0,0,0,0,0,0
NW_003575102.1,1,6928,0,0,0,0,0,0
NW_003575103.1,1,6927,0,0,0,0,0,0
NW_003575104.1,1,6924,0,0,0,0,0,0
NW_003575105.1,1,6924,0,0,0,0,0,0
NW_003575106.1,1,6920,0,0,0,0,0,0
NW_003575107.1,1,6919,0,0,0,0,0,0
NW_003575108.1,1,6917,0,0,0,0,0,0
NW_003575109.1,1,6904,0,0,0,0,0,0
NW_003575110.1,1,6904,0,0,0,0,0,0
NW_003575111.1,1,6900,0,0,0,0,0,0
NW_003575112.1,1,6897,0,0,0,0,0,0
NW_003575113.1,1,6892,0,0,0,0,0,0
NW_003575114.1,1,6888,0,0,0,0,0,0
NW_003575115.1,1,6883,0,0,0,0,0,0
NW_003575116.1,1,6882,0,0,0,0,0,0
NW_003575117.1,1,6879,0,0,0,0,0,0
NW_003575118.1,1,6870,0,0,0,0,0,0
NW_003575119.1,1,6861,0,0,0,0,0,0
NW_003575120.1,1,6855,0,0,0,0,0,0
NW_003575121.1,1,6852,0,0,0,0,0,0
NW_003575122.1,1,6848,0,0,0,0,0,0
NW_003575123.1,1,6840,0,0,0,0,0,0
NW_003575124.1,1,6834,0,0,0,0,0,0
NW_003575125.1,1,6830,0,0,0,0,0,0
NW_003575126.1,1,6826,0,0,0,0,0,0
NW_003575127.1,1,6824,0,0,0,0,0,0
NW_003575128.1,1,6811,0,0,0,0,0,0
NW_003575129.1,1,6810,0,0,0,0,0,0
NW_003575130.1,1,6801,0,0,0,0,0,0
NW_003575131.1,1,6800,0,0,0,0,0,0
NW_003575132.1,1,6798,0,0,0,0,0,0
NW_003575133.1,1,6789,0,0,0,0,0,0
NW_003575134.1,1,6788,0,0,0,0,0,0
NW_003575135.1,1,8132,0,0,0,0,0,0
NW_003575136.1,1,6770,0,0,0,0,0,0
NW_003575137.1,1,6769,0,0,0,0,0,0
NW_003575138.1,1,6765,0,0,0,0,0,0
NW_003575139.1,1,6763,0,0,0,0,0,0
NW_003575140.1,1,6762,0,0,0,0,0,0
NW_003575141.1,1,6760,0,0,0,0,0,0
NW_003575142.1,1,6760,0,0,0,0,0,0
NW_003575143.1,1,6757,0,0,0,0,0,0
NW_003575144.1,1,6756,0,0,0,0,0,0
NW_003575145.1,1,6756,0,0,0,0,0,0
NW_003575146.1,1,6756,0,0,0,0,0,0
NW_003575147.1,1,6755,0,0,0,0,0,0
NW_003575148.1,1,6751,0,0,0,0,0,0
NW_003575149.1,1,6750,0,0,0,0,0,0
NW_003575150.1,1,6744,0,0,0,0,0,0
NW_003575151.1,1,6735,0,0,0,0,0,0
NW_003575152.1,1,6728,0,0,0,0,0,0
NW_003575153.1,1,6728,0,0,0,0,0,0
NW_003575154.1,1,6723,0,0,0,0,0,0
NW_003575155.1,1,6720,0,0,0,0,0,0
NW_003575156.1,1,6716,0,0,0,0,0,0
NW_003575157.1,1,6715,0,0,0,0,0,0
NW_003575158.1,1,6713,0,0,0,0,0,0
NW_003575159.1,1,6706,0,0,0,0,0,0
NW_003575160.1,1,6705,0,0,0,0,0,0
NW_003575161.1,1,6698,0,0,0,0,0,0
NW_003575162.1,1,6692,0,0,0,0,0,0
NW_003575163.1,1,6690,0,0,0,0,0,0
NW_003575164.1,1,6689,0,0,0,0,0,0
NW_003575165.1,1,6687,0,0,0,0,0,0
NW_003575166.1,1,6685,0,0,0,0,0,0
NW_003575167.1,1,6683,0,0,0,0,0,0
NW_003575168.1,1,6682,0,0,0,0,0,0
NW_003575169.1,1,6679,0,0,0,0,0,0
NW_003575170.1,1,6677,0,0,0,0,0,0
NW_003575171.1,1,6672,0,0,0,0,0,0
NW_003575172.1,1,6667,0,0,0,0,0,0
NW_003575173.1,1,6659,0,0,0,0,0,0
NW_003575174.1,1,6656,0,0,0,0,0,0
NW_003575175.1,1,6654,0,0,0,0,0,0
NW_003575176.1,1,6651,0,0,0,0,0,0
NW_003575177.1,1,6651,0,0,0,0,0,0
NW_003575178.1,1,6646,0,0,0,0,0,0
NW_003575179.1,1,6645,0,0,0,0,0,0
NW_003575180.1,1,6643,0,0,0,0,0,0
NW_003575181.1,1,6643,0,0,0,0,0,0
NW_003575182.1,1,6642,0,0,0,0,0,0
NW_003575183.1,1,6641,0,0,0,0,0,0
NW_003575184.1,1,6638,0,0,0,0,0,0
NW_003575185.1,1,6636,0,0,0,0,0,0
NW_003575186.1,1,6628,0,0,0,0,0,0
NW_003575187.1,1,6592,0,0,0,0,0,0
NW_003575188.1,1,6591,0,0,0,0,0,0
NW_003575189.1,1,6582,0,0,0,0,0,0
NW_003575190.1,1,6576,0,0,0,0,0,0
NW_003575191.1,1,6576,0,0,0,0,0,0
NW_003575192.1,1,6575,0,0,0,0,0,0
NW_003575193.1,1,6575,0,0,0,0,0,0
NW_003575194.1,1,6571,0,0,0,0,0,0
NW_003575195.1,1,6561,0,0,0,0,0,0
NW_003575196.1,1,6557,0,0,0,0,0,0
NW_003575197.1,1,6556,0,0,0,0,0,0
NW_003575198.1,1,6555,0,0,0,0,0,0
NW_003575199.1,1,6553,0,0,0,0,0,0
NW_003575200.1,1,6653,0,0,0,0,0,0
NW_003575201.1,1,6551,0,0,0,0,0,0
NW_003575202.1,1,6542,0,0,0,0,0,0
NW_003575203.1,1,6541,0,0,0,0,0,0
NW_003575204.1,1,6531,0,0,0,0,0,0
NW_003575205.1,1,6530,0,0,0,0,0,0
NW_003575206.1,1,6528,0,0,0,0,0,0
NW_003575207.1,1,6523,0,0,0,0,0,0
NW_003575208.1,1,6522,0,0,0,0,0,0
NW_003575209.1,1,6521,0,0,0,0,0,0
NW_003575210.1,1,6521,0,0,0,0,0,0
NW_003575211.1,1,6521,0,0,0,0,0,0
NW_003575212.1,1,6519,0,0,0,0,0,0
NW_003575213.1,1,6512,0,0,0,0,0,0
NW_003575214.1,1,6505,0,0,0,0,0,0
NW_003575215.1,1,6502,0,0,0,0,0,0
NW_003575216.1,1,6502,0,0,0,0,0,0
NW_003575217.1,1,6500,0,0,0,0,0,0
NW_003575218.1,1,6500,0,0,0,0,0,0
NW_003575219.1,1,6497,0,0,0,0,0,0
NW_003575220.1,1,6495,0,0,0,0,0,0
NW_003575221.1,1,6486,0,0,0,0,0,0
NW_003575222.1,1,6482,0,0,0,0,0,0
NW_003575223.1,1,6482,0,0,0,0,0,0
NW_003575224.1,1,6482,0,0,0,0,0,0
NW_003575225.1,1,6481,0,0,0,0,0,0
NW_003575226.1,1,6481,0,0,0,0,0,0
NW_003575227.1,1,6477,0,0,0,0,0,0
NW_003575228.1,1,6476,0,0,0,0,0,0
NW_003575229.1,1,6475,0,0,0,0,0,0
NW_003575230.1,1,6475,0,0,0,0,0,0
NW_003575231.1,1,6465,0,0,0,0,0,0
NW_003575232.1,1,6464,0,0,0,0,0,0
NW_003575233.1,1,6463,0,0,0,0,0,0
NW_003575234.1,1,6462,0,0,0,0,0,0
NW_003575235.1,1,6458,0,0,0,0,0,0
NW_003575236.1,1,6456,0,0,0,0,0,0
NW_003575237.1,1,6455,0,0,0,0,0,0
NW_003575238.1,1,6446,0,0,0,0,0,0
NW_003575239.1,1,6444,0,0,0,0,0,0
NW_003575240.1,1,6441,0,0,0,0,0,0
NW_003575241.1,1,6441,0,0,0,0,0,0
NW_003575242.1,1,6439,0,0,0,0,0,0
NW_003575243.1,1,6434,0,0,0,0,0,0
NW_003575244.1,1,6428,0,0,0,0,0,0
NW_003575245.1,1,6426,0,0,0,0,0,0
NW_003575246.1,1,6523,0,0,0,0,0,0
NW_003575247.1,1,6420,0,0,0,0,0,0
NW_003575248.1,1,7144,0,0,0,0,0,0
NW_003575249.1,1,6411,0,0,0,0,0,0
NW_003575250.1,1,6408,0,0,0,0,0,0
NW_003575251.1,1,6405,0,0,0,0,0,0
NW_003575252.1,1,6404,0,0,0,0,0,0
NW_003575253.1,1,6401,0,0,0,0,0,0
NW_003575254.1,1,6399,0,0,0,0,0,0
NW_003575255.1,1,6399,0,0,0,0,0,0
NW_003575256.1,1,6397,0,0,0,0,0,0
NW_003575257.1,1,6392,0,0,0,0,0,0
NW_003575258.1,1,6389,0,0,0,0,0,0
NW_003575259.1,1,6385,0,0,0,0,0,0
NW_003575260.1,1,6376,0,0,0,0,0,0
NW_003575261.1,1,6376,0,0,0,0,0,0
NW_003575262.1,1,6375,0,0,0,0,0,0
NW_003575263.1,1,6363,0,0,0,0,0,0
NW_003575264.1,1,6362,0,0,0,0,0,0
NW_003575265.1,1,6357,0,0,0,0,0,0
NW_003575266.1,1,6356,0,0,0,0,0,0
NW_003575267.1,1,6350,0,0,0,0,0,0
NW_003575268.1,1,6349,0,0,0,0,0,0
NW_003575269.1,1,6348,0,0,0,0,0,0
NW_003575270.1,1,6338,0,0,0,0,0,0
NW_003575271.1,1,6332,0,0,0,0,0,0
NW_003575272.1,1,6331,0,0,0,0,0,0
NW_003575273.1,1,6327,0,0,0,0,0,0
NW_003575274.1,1,6315,0,0,0,0,0,0
NW_003575275.1,1,6313,0,0,0,0,0,0
NW_003575276.1,1,6308,0,0,0,0,0,0
NW_003575277.1,1,6302,0,0,0,0,0,0
NW_003575278.1,1,6299,0,0,0,0,0,0
NW_003575279.1,1,6298,0,0,0,0,0,0
NW_003575280.1,1,6296,0,0,0,0,0,0
NW_003575281.1,1,6295,0,0,0,0,0,0
NW_003575282.1,1,6295,0,0,0,0,0,0
NW_003575283.1,1,6292,0,0,0,0,0,0
NW_003575284.1,1,6291,0,0,0,0,0,0
NW_003575285.1,1,6289,0,0,0,0,0,0
NW_003575286.1,1,6286,0,0,0,0,0,0
NW_003575287.1,1,6282,0,0,0,0,0,0
NW_003575288.1,1,6279,0,0,0,0,0,0
NW_003575289.1,1,6278,0,0,0,0,0,0
NW_003575290.1,1,6275,0,0,0,0,0,0
NW_003575291.1,1,6273,0,0,0,0,0,0
NW_003575292.1,1,6264,0,0,0,0,0,0
NW_003575293.1,1,6255,0,0,0,0,0,0
NW_003575294.1,1,6249,0,0,0,0,0,0
NW_003575295.1,1,6243,0,0,0,0,0,0
NW_003575296.1,1,6242,0,0,0,0,0,0
NW_003575297.1,1,6240,0,0,0,0,0,0
NW_003575298.1,1,6239,0,0,0,0,0,0
NW_003575299.1,1,6237,0,0,0,0,0,0
NW_003575300.1,1,6236,0,0,0,0,0,0
NW_003575301.1,1,6220,0,0,0,0,0,0
NW_003575302.1,1,6219,0,0,0,0,0,0
NW_003575303.1,1,6208,0,0,0,0,0,0
NW_003575304.1,1,6208,0,0,0,0,0,0
NW_003575305.1,1,6207,0,0,0,0,0,0
NW_003575306.1,1,6201,0,0,0,0,0,0
NW_003575307.1,1,6200,0,0,0,0,0,0
NW_003575308.1,1,6196,0,0,0,0,0,0
NW_003575309.1,1,6189,0,0,0,0,0,0
NW_003575310.1,1,6188,0,0,0,0,0,0
NW_003575311.1,1,6187,0,0,0,0,0,0
NW_003575312.1,1,6183,0,0,0,0,0,0
NW_003575313.1,1,6177,0,0,0,0,0,0
NW_003575314.1,1,6166,0,0,0,0,0,0
NW_003575315.1,1,6166,0,0,0,0,0,0
NW_003575316.1,1,6160,0,0,0,0,0,0
NW_003575317.1,1,6157,0,0,0,0,0,0
NW_003575318.1,1,6156,0,0,0,0,0,0
NW_003575319.1,1,6149,0,0,0,0,0,0
NW_003575320.1,1,6147,0,0,0,0,0,0
NW_003575321.1,1,6141,0,0,0,0,0,0
NW_003575322.1,1,6130,0,0,0,0,0,0
NW_003575323.1,1,6122,0,0,0,0,0,0
NW_003575324.1,1,6113,0,0,0,0,0,0
NW_003575325.1,1,6112,0,0,0,0,0,0
NW_003575326.1,1,6111,0,0,0,0,0,0
NW_003575327.1,1,6101,0,0,0,0,0,0
NW_003575328.1,1,6099,0,0,0,0,0,0
NW_003575329.1,1,6096,0,0,0,0,0,0
NW_003575330.1,1,6089,0,0,0,0,0,0
NW_003575331.1,1,6088,0,0,0,0,0,0
NW_003575332.1,1,6086,0,0,0,0,0,0
NW_003575333.1,1,6084,0,0,0,0,0,0
NW_003575334.1,1,6082,0,0,0,0,0,0
NW_003575335.1,1,6075,0,0,0,0,0,0
NW_003575336.1,1,6072,0,0,0,0,0,0
NW_003575337.1,1,6070,0,0,0,0,0,0
NW_003575338.1,1,6056,0,0,0,0,0,0
NW_003575339.1,1,6055,0,0,0,0,0,0
NW_003575340.1,1,6054,0,0,0,0,0,0
NW_003575341.1,1,6048,0,0,0,0,0,0
NW_003575342.1,1,6046,0,0,0,0,0,0
NW_003575343.1,1,6045,0,0,0,0,0,0
NW_003575344.1,1,6040,0,0,0,0,0,0
NW_003575345.1,1,6035,0,0,0,0,0,0
NW_003575346.1,1,6035,0,0,0,0,0,0
NW_003575347.1,1,6027,0,0,0,0,0,0
NW_003575348.1,1,6026,0,0,0,0,0,0
NW_003575349.1,1,6022,0,0,0,0,0,0
NW_003575350.1,1,6021,0,0,0,0,0,0
NW_003575351.1,1,6021,0,0,0,0,0,0
NW_003575352.1,1,6017,0,0,0,0,0,0
NW_003575353.1,1,6014,0,0,0,0,0,0
NW_003575354.1,1,6014,0,0,0,0,0,0
NW_003575355.1,1,6002,0,0,0,0,0,0
NW_003575356.1,1,5999,0,0,0,0,0,0
NW_003575357.1,1,5998,0,0,0,0,0,0
NW_003575358.1,1,5995,0,0,0,0,0,0
NW_003575359.1,1,5989,0,0,0,0,0,0
NW_003575360.1,1,5983,0,0,0,0,0,0
NW_003575361.1,1,5975,0,0,0,0,0,0
NW_003575362.1,1,5973,0,0,0,0,0,0
NW_003575363.1,1,5971,0,0,0,0,0,0
NW_003575364.1,1,5971,0,0,0,0,0,0
NW_003575365.1,1,5968,0,0,0,0,0,0
NW_003575366.1,1,5967,0,0,0,0,0,0
NW_003575367.1,1,5967,0,0,0,0,0,0
NW_003575368.1,1,5964,0,0,0,0,0,0
NW_003575369.1,1,5963,0,0,0,0,0,0
NW_003575370.1,1,5952,0,0,0,0,0,0
NW_003575371.1,1,5950,0,0,0,0,0,0
NW_003575372.1,1,5950,0,0,0,0,0,0
NW_003575373.1,1,5948,0,0,0,0,0,0
NW_003575374.1,1,5947,0,0,0,0,0,0
NW_003575375.1,1,5946,0,0,0,0,0,0
NW_003575376.1,1,5943,0,0,0,0,0,0
NW_003575377.1,1,5943,0,0,0,0,0,0
NW_003575378.1,1,5941,0,0,0,0,0,0
NW_003575379.1,1,5940,0,0,0,0,0,0
NW_003575380.1,1,5939,0,0,0,0,0,0
NW_003575381.1,1,5933,0,0,0,0,0,0
NW_003575382.1,1,5929,0,0,0,0,0,0
NW_003575383.1,1,5928,0,0,0,0,0,0
NW_003575384.1,1,5922,0,0,0,0,0,0
NW_003575385.1,1,5918,0,0,0,0,0,0
NW_003575386.1,1,5915,0,0,0,0,0,0
NW_003575387.1,1,5912,0,0,0,0,0,0
NW_003575388.1,1,5911,0,0,0,0,0,0
NW_003575389.1,1,5910,0,0,0,0,0,0
NW_003575390.1,1,5910,0,0,0,0,0,0
NW_003575391.1,1,5906,0,0,0,0,0,0
NW_003575392.1,1,5903,0,0,0,0,0,0
NW_003575393.1,1,5898,0,0,0,0,0,0
NW_003575394.1,1,5896,0,0,0,0,0,0
NW_003575395.1,1,5882,0,0,0,0,0,0
NW_003575396.1,1,5881,0,0,0,0,0,0
NW_003575397.1,1,5880,0,0,0,0,0,0
NW_003575398.1,1,5880,0,0,0,0,0,0
NW_003575399.1,1,5880,0,0,0,0,0,0
NW_003575400.1,1,5878,0,0,0,0,0,0
NW_003575401.1,1,5871,0,0,0,0,0,0
NW_003575402.1,1,5871,0,0,0,0,0,0
NW_003575403.1,1,5869,0,0,0,0,0,0
NW_003575404.1,1,5866,0,0,0,0,0,0
NW_003575405.1,1,5860,0,0,0,0,0,0
NW_003575406.1,1,5859,0,0,0,0,0,0
NW_003575407.1,1,5856,0,0,0,0,0,0
NW_003575408.1,1,5855,0,0,0,0,0,0
NW_003575409.1,1,5848,0,0,0,0,0,0
NW_003575410.1,1,5846,0,0,0,0,0,0
NW_003575411.1,1,5844,0,0,0,0,0,0
NW_003575412.1,1,5844,0,0,0,0,0,0
NW_003575413.1,1,5841,0,0,0,0,0,0
NW_003575414.1,1,5839,0,0,0,0,0,0
NW_003575415.1,1,5829,0,0,0,0,0,0
NW_003575416.1,1,5827,0,0,0,0,0,0
NW_003575417.1,1,5825,0,0,0,0,0,0
NW_003575418.1,1,5824,0,0,0,0,0,0
NW_003575419.1,1,5821,0,0,0,0,0,0
NW_003575420.1,1,5819,0,0,0,0,0,0
NW_003575421.1,1,5817,0,0,0,0,0,0
NW_003575422.1,1,5815,0,0,0,0,0,0
NW_003575423.1,1,5814,0,0,0,0,0,0
NW_003575424.1,1,5811,0,0,0,0,0,0
NW_003575425.1,1,5810,0,0,0,0,0,0
NW_003575426.1,1,5806,0,0,0,0,0,0
NW_003575427.1,1,5802,0,0,0,0,0,0
NW_003575428.1,1,5802,0,0,0,0,0,0
NW_003575429.1,1,5798,0,0,0,0,0,0
NW_003575430.1,1,5797,0,0,0,0,0,0
NW_003575431.1,1,5790,0,0,0,0,0,0
NW_003575432.1,1,5788,0,0,0,0,0,0
NW_003575433.1,1,5787,0,0,0,0,0,0
NW_003575434.1,1,5785,0,0,0,0,0,0
NW_003575435.1,1,5783,0,0,0,0,0,0
NW_003575436.1,1,5782,0,0,0,0,0,0
NW_003575437.1,1,5779,0,0,0,0,0,0
NW_003575438.1,1,5775,0,0,0,0,0,0
NW_003575439.1,1,5771,0,0,0,0,0,0
NW_003575440.1,1,5767,0,0,0,0,0,0
NW_003575441.1,1,5766,0,0,0,0,0,0
NW_003575442.1,1,5765,0,0,0,0,0,0
NW_003575443.1,1,5765,0,0,0,0,0,0
NW_003575444.1,1,5761,0,0,0,0,0,0
NW_003575445.1,1,5759,0,0,0,0,0,0
NW_003575446.1,1,5758,0,0,0,0,0,0
NW_003575447.1,1,5756,0,0,0,0,0,0
NW_003575448.1,1,5756,0,0,0,0,0,0
NW_003575449.1,1,5753,0,0,0,0,0,0
NW_003575450.1,1,5752,0,0,0,0,0,0
NW_003575451.1,1,5751,0,0,0,0,0,0
NW_003575452.1,1,5747,0,0,0,0,0,0
NW_003575453.1,1,5741,0,0,0,0,0,0
NW_003575454.1,1,5734,0,0,0,0,0,0
NW_003575455.1,1,5734,0,0,0,0,0,0
NW_003575456.1,1,5733,0,0,0,0,0,0
NW_003575457.1,1,5732,0,0,0,0,0,0
NW_003575458.1,1,5729,0,0,0,0,0,0
NW_003575459.1,1,5728,0,0,0,0,0,0
NW_003575460.1,1,5727,0,0,0,0,0,0
NW_003575461.1,1,5726,0,0,0,0,0,0
NW_003575462.1,1,5725,0,0,0,0,0,0
NW_003575463.1,1,5724,0,0,0,0,0,0
NW_003575464.1,1,5717,0,0,0,0,0,0
NW_003575465.1,1,5716,0,0,0,0,0,0
NW_003575466.1,1,5714,0,0,0,0,0,0
NW_003575467.1,1,5711,0,0,0,0,0,0
NW_003575468.1,1,5709,0,0,0,0,0,0
NW_003575469.1,1,5707,0,0,0,0,0,0
NW_003575470.1,1,5704,0,0,0,0,0,0
NW_003575471.1,1,5700,0,0,0,0,0,0
NW_003575472.1,1,5698,0,0,0,0,0,0
NW_003575473.1,1,5697,0,0,0,0,0,0
NW_003575474.1,1,5696,0,0,0,0,0,0
NW_003575475.1,1,5694,0,0,0,0,0,0
NW_003575476.1,1,5694,0,0,0,0,0,0
NW_003575477.1,1,5692,0,0,0,0,0,0
NW_003575478.1,1,5679,0,0,0,0,0,0
NW_003575479.1,1,5674,0,0,0,0,0,0
NW_003575480.1,1,5670,0,0,0,0,0,0
NW_003575481.1,1,5770,0,0,0,0,0,0
NW_003575482.1,1,5668,0,0,0,0,0,0
NW_003575483.1,1,5657,0,0,0,0,0,0
NW_003575484.1,1,5657,0,0,0,0,0,0
NW_003575485.1,1,5652,0,0,0,0,0,0
NW_003575486.1,1,5651,0,0,0,0,0,0
NW_003575487.1,1,5648,0,0,0,0,0,0
NW_003575488.1,1,5647,0,0,0,0,0,0
NW_003575489.1,1,5646,0,0,0,0,0,0
NW_003575490.1,1,5646,0,0,0,0,0,0
NW_003575491.1,1,5645,0,0,0,0,0,0
NW_003575492.1,1,5644,0,0,0,0,0,0
NW_003575493.1,1,5641,0,0,0,0,0,0
NW_003575494.1,1,5639,0,0,0,0,0,0
NW_003575495.1,1,5637,0,0,0,0,0,0
NW_003575496.1,1,5637,0,0,0,0,0,0
NW_003575497.1,1,5635,0,0,0,0,0,0
NW_003575498.1,1,5634,0,0,0,0,0,0
NW_003575499.1,1,5630,0,0,0,0,0,0
NW_003575500.1,1,5627,0,0,0,0,0,0
NW_003575501.1,1,5618,0,0,0,0,0,0
NW_003575502.1,1,5611,0,0,0,0,0,0
NW_003575503.1,1,5607,0,0,0,0,0,0
NW_003575504.1,1,5607,0,0,0,0,0,0
NW_003575505.1,1,5607,0,0,0,0,0,0
NW_003575506.1,1,5601,0,0,0,0,0,0
NW_003575507.1,1,5599,0,0,0,0,0,0
NW_003575508.1,1,5592,0,0,0,0,0,0
