"","LH-MD9-0000","LH-MD9-0250","LH-MD9-0450","LH-MD9-0700","LH-MD9-0900","LH-MD9-1150","NM-MD9-1849","NM-MD9-2050","NM-MD9-2250","NM-MD9-2450","NM-MD9-2650"
"Triparma",0,0,0,0,0,0,0,0,17,22,18
"Tripterygium",0,0,0,0,0,0,0,0,14,0,0
"Triticum",0,18,13,15,23,12,38,25,67,59,53
"Tritonibacter",0,0,0,0,0,0,84,118,64,10,13
"Tsukamurella",10,0,0,10,12,0,17,20,26,26,52
"Tsuneonella",21,0,13,0,0,0,103,35,97,0,10
"Tupaia",0,0,0,0,0,0,0,0,11,10,10
"Urbifossiella",25,0,0,0,0,0,0,13,0,22,18
"Urechidicola",0,0,0,0,0,0,0,0,0,16,10
"Usitatibacter",15,0,0,0,0,0,0,0,0,11,0
"Vallitalea",0,0,0,0,10,16,0,14,13,34,24
"Variibacter",0,0,0,0,0,0,0,0,0,10,0
"Variovorax",101,35,29,24,21,26,12,14,33,56,45
"Veillonella",0,0,0,0,0,0,0,0,0,39,0
"Venatorbacter",0,0,0,0,0,14,62,0,0,0,0
"Venturia",0,0,0,0,0,0,0,0,0,0,13
"Venustampulla",0,0,0,0,0,0,0,0,0,0,11
"Veravirus",0,0,0,10,0,0,0,0,0,16,14
"Vermiphilus",0,0,0,0,0,0,0,0,0,15,0
"Verrucosispora",0,68,78,91,107,51,82,65,0,130,0
"Vespa",0,0,0,0,0,10,11,12,25,27,0
"Vespula",0,0,0,0,0,0,0,0,0,15,10
"Vibrio",45,189,228,933,195,195,138,182,303,468,229
"Vigna",0,0,0,0,0,10,0,0,18,33,14
"Virgibacillus",0,0,0,0,10,0,90,43,17,0,43
"Viridibacillus",0,0,0,0,0,0,0,0,0,10,15
"Vitis",0,0,0,0,0,0,0,0,13,25,11
"Vombatus",0,0,0,0,0,0,0,0,11,20,11
"Votkovvirus",0,0,0,0,0,0,0,0,33,44,12
"Vulgatibacter",31,0,0,0,0,0,0,0,0,16,0
"Vulpes",0,0,0,0,10,0,0,0,0,15,11
"Waddlia",0,0,0,0,11,12,0,0,0,16,0
"Wasmannia",0,0,0,0,0,10,0,10,17,14,13
"Wenzhouxiangella",24,0,0,10,10,0,0,0,13,20,0
"Winogradskyella",0,26,42,31,35,42,37,71,131,133,86
"Woeseia",96,90,60,38,0,22,0,0,11,30,32
"Xanthobacter",39,19,14,18,15,15,0,12,29,23,14
"Xanthomonas",48,15,12,16,0,19,16,27,21,46,28
"Xenopus",0,0,0,11,0,0,0,12,16,21,14
"Xestia",0,0,0,0,0,0,0,0,0,11,11
"Xylanimonas",0,0,0,0,0,0,0,0,0,10,26
"Xylaria",0,0,0,0,0,0,0,0,0,0,12
"Yangia",23,0,19,0,0,0,0,0,39,0,0
"Yersinia",0,0,0,0,0,0,0,0,0,14,0
"Yoonia",0,0,0,0,0,0,17,0,14,0,0
"Zea",0,0,0,0,14,12,0,43,71,54,89
"Zhongshania",0,0,0,0,0,0,25,0,0,0,0
"Zingiber",0,0,0,0,0,0,0,0,25,41,19
"Ziziphus",0,0,0,0,0,0,0,0,13,0,0
"Zobellella",11,0,0,0,0,0,0,0,0,0,0
"Zobellia",0,0,0,0,0,0,36,0,0,0,0
"Zostera",91,2049,1766,1495,2116,3565,1687,2122,5506,7966,5962
"Zunongwangia",0,0,0,0,0,0,0,0,19,0,32
"Zymomonas",0,0,0,0,0,0,0,128,0,0,0
