"","EUK.BLANK","EUK.ExrNTC","EUK.ExrPTC","EUK.LH.MD9.0000","EUK.LH.MD9.0250","EUK.LH.MD9.0450","EUK.LH.MD9.0700","EUK.LH.MD9.0900","EUK.LH.MD9.1150","EUK.NM.MD9.1849","EUK.NM.MD9.2050","EUK.NM.MD9.2250","EUK.NM.MD9.2450","EUK.NM.MD9.2650","EUK.TubNTC","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_9808",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9808","Low","447216","Eukaryota","","Dinophyceae","Dinophysiales","Dinophysiaceae","Phalacroma","Phalacroma oxytoxoides"
"ASV_9809",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9809","High-MH","None","Eukaryota","","Cryptophyceae",NA,NA,NA,NA
"ASV_9810",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9810","Low","39450","Eukaryota","","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"ASV_9811",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"ASV_9811","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9812",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9813",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9814",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9815",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9815","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9816",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9817",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9818",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9819",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9820",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9821",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9822",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9822","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9823",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9824",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9825",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9826",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9826","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9827",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9827","Low","1552945","Bacteria","Myxococcota","Myxococcia","Myxococcales","","","Sorangiineae bacterium MSr9495"
"ASV_9828",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9828","Low","204669","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Candidatus Koribacter","Candidatus Koribacter versatilis"
"ASV_9829",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9829","Low","2030811","Bacteria","Candidatus Peregrinibacteria","","","","","Candidatus Peregrinibacteria bacterium"
"ASV_9830",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9830","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9831",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9831","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9832",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ASV_9832","Low","1619078","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWF2_30_66"
"ASV_9833",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9834",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9835",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9836",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9837",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9838",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9839",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9840",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9841",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9842",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9843",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9844",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9845",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_9845","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9846",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_9846","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9847",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_9847","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9848",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9849",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9850",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9851",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9852",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9853",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"ASV_9853","Low","2653203","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp. CL5.1"
"ASV_9854",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9855",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9856",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9857",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9858",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9859",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9860",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_9860","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9861",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9862",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_9862","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9863",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_9863","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9864",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9865",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_9865","Low","2867026","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. W074"
"ASV_9866",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ASV_9866","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_9867",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9868",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9869",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"ASV_9869","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9870",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9871",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_9871","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9872",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9873",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9874",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9875",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9876",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9877",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9878",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9879",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9880",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9881",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9882",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_9882","Low","79928","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces","Planctomyces sp. 599"
"ASV_9883",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_9883","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_9884",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9885",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_9885","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_9886",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9887",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9888",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9889",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9890",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_9890","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9891",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_9891","Low","960","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax","Bacteriovorax stolpii"
"ASV_9892",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9893",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9894",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9895",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9895","Low","1921132","Eukaryota","Euglenozoa","","Diplonemea","Diplonemidae","Diplonema","Diplonema sp."
"ASV_9896",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9896","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9897",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9898",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9899",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9900",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9901",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9901","Low","39765","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Hydrogenovibrio","Hydrogenovibrio crunogenus"
"ASV_9902",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9903",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9904",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9905",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9906",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9907",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9908",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9909",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9909","Low","2026777","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","","Phycisphaeraceae bacterium"
"ASV_9910",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9910","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9911",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9911","High","40575","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium grantii"
"ASV_9912",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9913",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9913","High-MH","None","Eukaryota","Annelida","Polychaeta","Terebellida","Pectinariidae","Pectinaria",NA
"ASV_9914",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_9914","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9915",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9915","Low","927083","Bacteria","Myxococcota","","Polyangiales","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus"
"ASV_9916",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9916","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9917",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9917","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9918",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9918","Low","1619078","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWF2_30_66"
"ASV_9919",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9919","Low","75588","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas libanensis"
"ASV_9920",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9921",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9921","Low","34021","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter","Candidatus Liberibacter asiaticus"
"ASV_9922",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9922","High-MH","None","Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae",NA,NA
"ASV_9923",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9924",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9925",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9926",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9926","Low","2220073","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Bdellovibrio","Bdellovibrio sp. NC01"
"ASV_9927",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9927","Low","1192034","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Chondromyces","Chondromyces apiculatus"
"ASV_9928",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9928","High","139434","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus","Physisporinus sanguinolentus"
"ASV_9929",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9929","Low","52557","Eukaryota","","Synurophyceae","Synurales","Mallomonadaceae","Synura","Synura uvella"
"ASV_9930",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9930","Low","1924736","Eukaryota","","Choanoflagellata","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca macrocollata"
"ASV_9931",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9931","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"ASV_9932",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9932","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9933",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9933","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9934",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9934","Low","1431327","Eukaryota","Ciliophora","Oligohymenophorea","Philasterida","Loxocephalidae","Dexiotricha","Dexiotricha cf. granulosa"
"ASV_9935",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_9935","Low","2795293","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfolithobacter","Desulfolithobacter dissulfuricans"
"ASV_9936",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9936","High-MH","None","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Hydractiniidae","Hydractinia",NA
"ASV_9937",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9937","Low","1232720","Eukaryota","Streptophyta","Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea leiocarpa"
"ASV_9938",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9938","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9939",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9939","Low","407301","Eukaryota","","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium veneficum"
"ASV_9940",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9940","Low","562","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli"
"ASV_9941",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9941","High-MH","None","Eukaryota","Bacillariophyta",NA,NA,NA,NA,NA
"ASV_9942",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9942","Low-MH-S","163663;238910","Eukaryota","Ciliophora","Phyllopharyngea","Exogenida","Ephelotidae","Ephelota",NA
"ASV_9943",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9943","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9944",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9944","Low","1158022","Eukaryota","Bacillariophyta","Mediophyceae","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia biddulphiana"
"ASV_9945",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9945","Low","547557","Eukaryota","","Dinophyceae","","","","Dinophyceae sp. UDMS0803"
"ASV_9946",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9946","Low","1945660","Eukaryota","Mucoromycota","Glomeromycetes","Archaeosporales","Archaeosporaceae","Archaeospora","Archaeospora sp."
"ASV_9947",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9948",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9948","Low","259652","Eukaryota","Perkinsozoa","","Perkinsida","Perkinsidae","Perkinsus","Perkinsus mediterraneus"
"ASV_9949",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_9949","Low","652658","Eukaryota","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Protogastrostyla","Protogastrostyla pulchra"
"ASV_9950",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9950","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9951",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9951","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9952",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"ASV_9952","Low","384329","Eukaryota","","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium sp. Dino2"
"ASV_9953",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9953","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9954",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9954","Low","308585","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","Plumularia","Plumularia margaretta"
"ASV_9955",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9955","Low","324623","Eukaryota","","Cryptophyceae","Kathablepharidacea","Katablepharidaceae","Katablepharis","Katablepharis remigera"
"ASV_9956",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9956","Low","1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera","Anaerohalosphaera lusitana"
"ASV_9957",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9957","Low","1303518","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","Chthonomonas calidirosea"
"ASV_9958",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9958","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9959",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9959","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_9960",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9960","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9961",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9961","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9962",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9962","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9963",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9963","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9964",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9964","Low","2614542","Eukaryota","Gastrotricha","","Chaetonotida","Chaetonotidae","Aspidiophorus","Aspidiophorus sp. n. MK-2019"
"ASV_9965",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_9965","High-MH","None","Eukaryota","Arthropoda","Thecostraca",NA,NA,NA,NA
"ASV_9966",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9966","Low","1810839","Eukaryota","","Xanthophyceae","Mischococcales","Pleurochloridaceae","Monodus","Monodus sp. NIES-3918"
"ASV_9967",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9967","Low","173654","Eukaryota","","Dinophyceae","Syndiniales","Syndiniaceae","Hematodinium","Hematodinium sp."
"ASV_9968",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9968","Low","2986","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas","Ochromonas danica"
"ASV_9969",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9969","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV_9970",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"ASV_9970","High-MH","None","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia",NA
"ASV_9971",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"ASV_9971","Low","2805730","Eukaryota","","","","","","Stramenopiles sp. MAST-8B-sp1"
"ASV_9972",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_9973",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9973","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_9974",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_9974","Low","351712","Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","","Neobodo","Neobodo saliens"
